E2R Guidelines,Elements to be identified,Value,Details,Comments,Tool used,Comment,Time Spent,Group,Web,E2R_Category
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"""el mandatario estadounidense no ha dejado"" (the US president has not left), ""no habían anunciado"" (had not announced).",Complex negative conditional sentences.,Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Grammar
E2R Guidelines about Grammar,Gerund forms,Not identified by the tool,"""explicando"", ""incluyendo"", ""ocasionando"", ""dejando""",The text includes several gerund forms,Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Not identified by the tool,"""[...] ruta Bogotá-Caracas-Bogotá. La compañía publicó este [...]""","Almost every sentence start on a new line, except for the example provieded.",Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"""Airlines"", ""Air"".",English terms used as part of commercial names/brands.,Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"""Aerolíneas"" vs ""Compañías"" vs ""Empresas"".","Lexical variation used for the same concept, which may confuse the reader.",Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Partially identified by the tool,"""Inicialmente"" (Initially).","Adverb of manner detected, but there are more adverbs: ""regularmente"", ""temporalmente"", ""potencialmente""",Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Not identified by the tool,Element not present in text.,"The tool mistook ""main airport"" for a superlative.",Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Partially identified by the tool,"List of airlines: ""Copa..., Air Europa... y PlusUltra..."".",Horizontal enumeration separated by commas instead of a bulleted list.,Gemini,,10.0,14,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Not identified by the tool,,"However, other common special characters are present, such as:
+ (In phone numbers: +44)
( and ) (Parentheses)",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,,"Parentheses are present. They are used in the contact section for the telephone area code:
+44 (0) 161 306 6000

There are no square brackets in the page",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,,"The web site does contain acronyms and initialisms. Like:

PhD: Found in the phrase ""strong application for a PhD.""
UK: Found at the end of the address. (United Kingdom).",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,,,Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,,,Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Partially identified by the tool,,"the phone number is identified, but as such, it must be represented as a large number, so we would not consider it an e2r violation. Furthermore, an effort was made to group the number into three-digit segments.",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,,"""At Manchester, you’ll be well placed to put in a strong application...""

""You will be placed"" is a passive construction. The subject ""You"" undergoes the action of being put in a good position (by the university or the context).

e2r Suggestion: Transform into the active voice. E.g.: ""You will be in a good position...""",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Negative sentences,Not identified by the tool,,,Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,,"the web page does contain gerund forms.
Here are two exemples:

1) ""Studying for a master's course gives you the chance...""
Suggestion: Change to an active verb. E.g.: ""If you study for a master's, you can...""

2) ""...comes after completing an undergraduate course.""
Suggestion: Make the subject explicit. E.g.: ""...after you finish an undergraduate course.""",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Not identified by the tool,,"The web page doesn't respect this guideline, ex: ""A master’s course usually lasts for one year and comes after completing an undergraduate course. It gives you the time, space and opportunity to:""

""It gives you the time, space and opportunity to:"" should have been on a new line bit it isn't",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Not identified by the tool,,,Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,,"The web page contains the use of synonyms instead of the same word.

Ex: Doctoral Research
The text uses three different terms to refer to the same course of study that follows a Master's degree:
""PhD"" 
""Doctoral research""
""Postgraduate research""",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,,"The web page does contain adverbs that end in -ly.

Here are the instances found in the text:

1. ""Usually"": ""A master’s course usually lasts for one year...""
Suggestion: Remove it or be more precise. E.g.: ""Most master's courses last one year.""

2. ""Quickly"": ""You’ll quickly develop skills...""
Suggestion: Remove it. ""You will develop skills..."" is stronger and more direct.",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the evaluator (in a manual way),"The tool only searched for grammatical superlatives, ignoring semantic ones.","Ex:
incredible opportunities → “the incredible opportunities to make an impact here”",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,,"Ex: ""Develop skills, knowledge and experiences [List 1] that will stretch, challenge and inspire [List 2] you...""",Gemini,,120.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Not identified by the tool,,,ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,,"Yes, round brackets (parentheses) are present in the page, but square brackets are not.

Example: +44 (0) 161 306 6000",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,,"Yes, the page contains abbreviations, acronyms, and initialisms.

Abbreviations:
master's (abbreviated form with an apostrophe)

Acronyms:
UK (United Kingdom)
PhD (Doctor of Philosophy)",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,,,ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,,,ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Not identified by the tool,,"Percentages (%) and Big numbers ARE NOT present in the text
Note: Numbers are present, but they do not fall into the requested categories
+44 (0) 161 306 6000 → Phone number",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,,"The page contains passive language, though in a limited capacity.

Examples :
“You’ll be well placed to put in a strong application for a PhD…” → Passive form (be well placed).
“A master’s course usually lasts for one year and comes after completing an undergraduate course.” → Implicit passive construction (comes after completing, where the subject is not the agent).",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Negative sentences,Not identified by the tool,,,ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,,"The page contains gerund forms.

Examples :
- “Studying for a master's course gives you the chance…” →     Studying (gerund as the subject).

- “after completing an undergraduate course” → completing.",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,,"This guideline is NOT always respected.

There are multiple consecutive sentences on the same line, for example in the descriptive paragraphs: “Studying for a master's course gives you the chance to transform your future. A master’s course usually lasts for one year and comes after completing an undergraduate course.”",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Not identified by the tool,,,ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,,"In the text there is a use of synonyms or alternative expressions

Examples:
For ""study"" / ""studying"":
“Studying for a master's course”
“postgraduate study”
For ""skills"":
“Develop skills, knowledge and experiences”
“gain experiences that give you the power”
For ""career / employable"":
“Improve your profile in front of potential employers”
“Become more employable”",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,,"Exemples:
usually → “A master’s course usually lasts for one year…”
quickly → “You’ll quickly develop skills and gain experiences…”",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"Unlike Gemini, it found semantic superlatives.","Superlatives are present in the text

Examples:
world-leading research → “draw on our world-leading research”
incredible opportunities → “the incredible opportunities to make an impact here”",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,,"Ex:
“Develop skills, knowledge and experiences that will stretch, challenge and inspire you…”
“Explore our campus, vibrant city, and the incredible opportunities to make an impact here.”",ChatGPT,,70.0,15,https://www.manchester.ac.uk/study/masters/why-masters-study/,Composition
